  3%|▎         | 4/158 [00:11<05:43,  2.23s/it]@ 12.0s epoch 1 step 1 acc tensor(0.3379, device='cuda:0') loss 0.0069810950756073
158/158 [==============================] - 6s 41ms/step - loss: 0.3713 - accuracy: 0.8408
Epoch 76/150
158/158 [==============================] - 6s 41ms/step - loss: 0.3690 - accuracy: 0.8422
Epoch 77/150
158/158 [==============================] - 6s 41ms/step - loss: 0.3670 - accuracy: 0.8432
Epoch 78/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3643 - accuracy: 0.8448
Epoch 79/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3616 - accuracy: 0.8463
Epoch 80/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3595 - accuracy: 0.8478
Epoch 81/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3572 - accuracy: 0.8488
Epoch 82/150
158/158 [==============================] - 7s 41ms/step - loss: 0.3549 - accuracy: 0.8497
Epoch 83/150
158/158 [==============================] - 7s 42ms/step - loss: 0.3528 - accuracy: 0.8504
Epoch 84/150
158/158 [==============================] - 7s 42ms/step - loss: 0.3504 - accuracy: 0.8516
Epoch 85/150
158/158 [==============================] - 7s 42ms/step - loss: 0.3493 - accuracy: 0.8520
Epoch 86/150
158/158 [==============================] - 7s 41ms/step - loss: 0.3457 - accuracy: 0.8534
Epoch 87/150
158/158 [==============================] - 7s 42ms/step - loss: 0.3435 - accuracy: 0.8546
Epoch 88/150
158/158 [==============================] - 7s 41ms/step - loss: 0.3408 - accuracy: 0.8561
Epoch 89/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3384 - accuracy: 0.8575
Epoch 90/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3356 - accuracy: 0.8593
Epoch 91/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3339 - accuracy: 0.8600
Epoch 92/150
158/158 [==============================] - 6s 41ms/step - loss: 0.3317 - accuracy: 0.8626
Epoch 93/150
158/158 [==============================] - 6s 41ms/step - loss: 0.3290 - accuracy: 0.8624
Epoch 94/150
158/158 [==============================] - 6s 41ms/step - loss: 0.3263 - accuracy: 0.8649
Epoch 95/150
158/158 [==============================] - 6s 41ms/step - loss: 0.3251 - accuracy: 0.8643
Epoch 96/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3222 - accuracy: 0.8668
Epoch 97/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3196 - accuracy: 0.8670
Epoch 98/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3179 - accuracy: 0.8678
Epoch 99/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3162 - accuracy: 0.8697
Epoch 100/150
158/158 [==============================] - 6s 41ms/step - loss: 0.3142 - accuracy: 0.8691
Epoch 101/150
158/158 [==============================] - 7s 42ms/step - loss: 0.3120 - accuracy: 0.8713
Epoch 102/150
158/158 [==============================] - 7s 42ms/step - loss: 0.3096 - accuracy: 0.8719
Epoch 103/150
158/158 [==============================] - 7s 42ms/step - loss: 0.3082 - accuracy: 0.8734
Epoch 104/150
158/158 [==============================] - 7s 42ms/step - loss: 0.3069 - accuracy: 0.8729
Epoch 105/150
158/158 [==============================] - 7s 41ms/step - loss: 0.3053 - accuracy: 0.8746
Epoch 106/150
158/158 [==============================] - 6s 41ms/step - loss: 0.3023 - accuracy: 0.8751
Epoch 107/150
158/158 [==============================] - 6s 40ms/step - loss: 0.3007 - accuracy: 0.8770
Epoch 108/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2982 - accuracy: 0.8774
Epoch 109/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2965 - accuracy: 0.8793
Epoch 110/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2947 - accuracy: 0.8787
Epoch 111/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2930 - accuracy: 0.8797
Epoch 112/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2911 - accuracy: 0.8814
Epoch 113/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2885 - accuracy: 0.8816
Epoch 114/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2870 - accuracy: 0.8826
Epoch 115/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2855 - accuracy: 0.8842
Epoch 116/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2833 - accuracy: 0.8841
Epoch 117/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2821 - accuracy: 0.8850
Epoch 118/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2807 - accuracy: 0.8863
Epoch 119/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2783 - accuracy: 0.8867
Epoch 120/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2775 - accuracy: 0.8874
Epoch 121/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2755 - accuracy: 0.8887
Epoch 122/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2739 - accuracy: 0.8889
Epoch 123/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2725 - accuracy: 0.8903
Epoch 124/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2710 - accuracy: 0.8902
Epoch 125/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2693 - accuracy: 0.8917
Epoch 126/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2680 - accuracy: 0.8913
Epoch 127/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2661 - accuracy: 0.8931
Epoch 128/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2643 - accuracy: 0.8934
Epoch 129/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2628 - accuracy: 0.8945
Epoch 130/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2618 - accuracy: 0.8945
Epoch 131/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2605 - accuracy: 0.8957
Epoch 132/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2600 - accuracy: 0.8954
Epoch 133/150
158/158 [==============================] - 7s 41ms/step - loss: 0.2575 - accuracy: 0.8971
Epoch 134/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2557 - accuracy: 0.8976
Epoch 135/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2540 - accuracy: 0.8990
Epoch 136/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2529 - accuracy: 0.8989
Epoch 137/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2519 - accuracy: 0.9001
Epoch 138/150
158/158 [==============================] - 7s 42ms/step - loss: 0.2497 - accuracy: 0.9004
Epoch 139/150
158/158 [==============================] - 7s 42ms/step - loss: 0.2483 - accuracy: 0.9017
Epoch 140/150
158/158 [==============================] - 7s 42ms/step - loss: 0.2471 - accuracy: 0.9015
Epoch 141/150
158/158 [==============================] - 7s 42ms/step - loss: 0.2465 - accuracy: 0.9025
Epoch 142/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2444 - accuracy: 0.9028
Epoch 143/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2437 - accuracy: 0.9038
Epoch 144/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2421 - accuracy: 0.9040
Epoch 145/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2418 - accuracy: 0.9048
Epoch 146/150
158/158 [==============================] - 6s 40ms/step - loss: 0.2399 - accuracy: 0.9052
Epoch 147/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2389 - accuracy: 0.9061
Epoch 148/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2370 - accuracy: 0.9064
Epoch 149/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2363 - accuracy: 0.9075
Epoch 150/150
158/158 [==============================] - 6s 41ms/step - loss: 0.2346 - accuracy: 0.9077
time to fit Keras 977.0s

train_labels = np.array([item 
						 for sublist in [np.argmax(labels.numpy(),
												   axis = 1).tolist()
										 for _, labels in train]
						 for item in sublist])
train_pred = np.argmax(model.predict(train), axis = 1)
cm = confusion_matrix(train_labels, train_pred)
acc = (cm[0, 0] + cm[1, 1]) / cm.sum()

cm
Out[92]: 
array([[50355,  7721],
       [ 7537, 96034]])

acc
Out[93]: 0.9056091359567453
